state,action,value
109,5,-69.34746927474194
53,1,-115.2012740371228
463,0,-60.454541618154124
463,4,-76.64872556302213
463,3,-71.51669297726683
363,0,-122.5798914331568
463,1,1.7813617787916762
483,3,-3.4556496136704644
483,0,-137.73527156842152
483,4,-249.11709384498988
383,0,-159.26823480302622
483,1,-135.1097794940974
483,2,-128.00654532392716
463,2,-65.99974318485279
363,3,-160.95880247425302
463,5,-78.78100208196287
483,5,-181.5002254155287
363,5,-104.54540251763824
263,0,-78.54152883861073
163,0,3.7725640881825484
33,0,5.242633774441978
133,1,-87.65369950450939
133,4,-120.82801387407154
33,1,-128.11542011665065
33,5,-91.0085687806077
113,2,5.864999038812328
213,1,4.72230389701025
113,0,-116.52453721339548
213,2,-93.13140167608937
113,3,-112.1318842409748
113,4,-134.57177799882544
133,2,-102.40583868314913
133,3,-95.11472596979539
41,4,-125.49571844920663
41,1,-111.64844967942166
141,1,-96.0815373838566
41,5,-109.6437321562582
41,3,-105.02048015437906
141,5,-89.56881165841405
241,1,-47.71029752495071
241,5,-51.400943468745744
261,3,3.8400748872388375
361,1,-62.10947205606665
361,5,-75.72522994066331
461,1,-1.4447423654605909
461,0,-74.21061366049302
461,4,-87.09693670591474
461,3,-74.94415270087636
481,3,-8.409318221510453
481,0,-107.55159184461812
481,2,-112.72958425115269
381,0,-93.56940080206955
481,1,-112.87447581030409
381,2,-129.87836217271
381,4,-114.24694183211187
461,2,-78.33755143178081
461,5,-82.56373549201726
361,0,-59.46574126129633
361,3,-70.8089936354025
381,5,-103.73253543899158
361,2,0.2634693848946969
261,0,-65.6298846179095
416,3,5.132107769379965
416,0,1.2181390203253528
316,0,5.1445797968331455
416,1,15.192235298336234
416,4,-7.829198833978889
408,4,13.964037659763425
408,0,-21.737718356868033
416,5,-2.0174100899656002
416,2,4.3744145180943415
408,2,-2.1593956385039985
316,2,4.755989612741012
308,0,12.802401477341785
308,5,-50.17686010550345
308,3,-9.22011504677248
408,1,-5.152871222399506
408,5,-8.98013158007246
408,3,-29.567315936357236
208,0,11.665287787814743
228,3,10.477262503096632
248,4,-53.06788186707068
348,4,-105.18457106275939
348,5,-112.5168713110603
457,0,-91.67919395436354
437,2,-26.02351216020506
437,0,-89.59018003309872
437,4,-105.37895967264694
457,3,-33.38229717366826
337,0,-51.31948099939311
437,1,-56.39278049110262
457,4,-58.147764682047175
357,0,-38.417537590460526
457,1,-9.11216859690017
457,5,-61.26860704211121
457,2,-44.66928883866502
357,4,-14.951142610269597
257,0,8.252050448410658
157,0,9.69716317726738
177,3,12.253926394697821
277,1,-13.359599900411617
427,0,-94.84977691512223
447,3,-81.57894342106349
347,0,-65.47274812101992
447,1,3.812019471057168
447,0,-68.59477040028433
427,2,2.7488564983423527
327,0,1.5763316461644814
327,4,-95.37788188848695
427,1,-82.47241040135779
427,4,-117.73260511383702
347,3,-75.85126507069296
447,4,-90.71128949903594
447,2,-64.49859841648777
427,5,-92.36807376558475
427,3,-87.97830983435274
447,5,-116.26857848864802
347,4,-80.78555349550025
347,5,-59.312351551484916
327,2,-87.30560473980061
227,0,0.3640829704798454
127,0,-0.5872186366021485
27,0,-8.25395606520616
381,1,1.5521711164443355
281,0,-83.13468014270747
481,4,-116.51040031664714
481,5,-153.9081994550282
281,2,-103.136579408627
181,0,0.7500626538503052
161,2,-89.74579623637447
261,1,-54.825038990061785
161,0,2.6897177490600073
241,2,-52.83791185573823
281,3,2.6996056399651662
281,1,-77.43808941457134
141,2,1.0364771072352323
161,3,-77.42704713927917
161,4,-82.87809683000735
261,5,-58.06262632340882
261,4,-57.09673949849837
261,2,-60.472163028512824
61,0,-3.534019467085675
161,1,-108.7935818256479
341,1,2.9983186253638507
221,0,-29.779317111438978
349,3,-112.45711016647752
329,2,-92.60833823647454
349,5,-214.924108969492
129,0,4.394378837275255
229,1,-35.969449219432306
29,0,-4.187609597323624
129,1,-120.71995635459257
229,4,-36.564844774183086
249,3,5.0532020850875075
269,3,-101.87130084173288
169,0,-61.103013821843064
269,1,-99.43912570137091
169,4,-68.59705391060356
369,1,-106.338341483997
289,3,-72.88753154898617
389,1,-0.6045966849045458
389,4,-102.65750428656624
289,0,-82.14790007754597
189,0,-70.17406530026248
289,1,0.5480646146888074
389,5,-99.58015088528325
169,2,-64.07506161002733
289,2,-87.978827525516
289,4,-83.18806163137651
269,2,-4.736627279530611
129,2,-122.73823400967754
29,5,-157.96553321523612
109,2,-34.56214314590094
129,3,-129.4990872686955
407,0,-92.53616009262971
407,2,-96.6240017749737
307,0,-150.14562512053732
407,1,-19.283944217257954
407,5,-184.2354024514523
407,3,-102.50709073454372
407,4,-127.13119973228463
307,3,-142.60607450246317
207,0,-116.84826961386176
107,0,-95.15283140017091
207,1,-2.899260740271015
7,0,-9.397994677775518
27,3,-118.05231202040825
27,1,-112.85521741851082
127,1,-70.22614627305641
227,1,-78.71790368331136
327,1,-97.43930555580562
247,0,-59.61770758231208
347,1,4.906064082342783
347,2,-101.47881661962771
247,4,-69.14964041687713
247,5,-73.93499961101541
198,2,-8.24858507439895
198,4,-12.909550814015963
198,5,-16.33519801080205
278,2,5.410171805617674
278,4,-1.3406115936523868
378,1,12.631559407117136
278,0,3.614252763423025
398,3,11.325818962698406
378,4,-23.06748065399902
178,0,-22.99733990393061
278,1,1.64684493304249
278,5,-0.7861271705911645
78,0,-47.91086111825395
78,1,-67.91066540293748
58,2,-54.53411040133166
58,1,-78.88222123617723
58,4,-80.76247865960904
158,1,-97.61544421042818
258,1,-0.42125933357751716
278,3,13.952400461232857
78,5,-70.41077200721301
178,3,-24.024235961472044
178,5,-45.77299940526369
178,4,-46.03605184827091
198,3,-5.509097516762926
366,5,-79.45355444768883
182,4,-159.29711014562426
129,4,-154.33944825459514
129,5,-132.08482077281843
229,5,-37.5221190987455
29,1,-197.95515835131638
29,2,-122.3283716166267
109,3,-31.44052654529974
9,1,-178.04515309155394
309,4,-24.638765337829664
309,2,-29.73014159999928
309,5,-28.356872625100298
209,3,-23.499107714828625
9,4,-139.57310883427897
29,3,-130.72307798278408
314,2,-93.03563858738744
234,3,-52.81032767380446
234,4,-63.40036157881596
234,5,-68.11176380165277
34,0,-1.3340825921171504
134,1,-90.46625911819253
34,4,-215.7454424059128
134,5,-95.72531776047003
34,1,-132.18278342495523
14,1,-116.52828616572617
14,5,-127.52514145126953
34,3,-119.43216331430845
34,5,-116.45114440940539
346,2,-101.95710748423758
326,2,-114.67647287699148
386,5,-75.29898407627329
49,5,-98.78649930502519
149,1,-86.06399758028357
49,0,-51.97614086844658
149,4,-94.07893931259221
269,4,-102.07114181085386
69,0,0.7710017781350165
169,1,-61.39510678262247
189,3,1.7163861772490872
189,4,-71.57531089557862
89,0,-3.9739033356671136
189,1,-64.25852743091603
89,1,-143.475492919598
69,2,-121.0366208580027
69,4,-182.11270883295978
169,5,-61.335939008444555
69,5,-123.7427615155393
89,5,-145.618627073989
289,5,-124.44847705912865
389,2,-93.02202949882756
369,2,-8.808988230283829
82,4,-183.66955291246038
487,0,-140.28192128359626
487,5,-122.65480646494134
487,4,-119.35865109371066
387,0,-103.09664109219136
387,5,-237.30208366939607
387,2,-102.13848183625099
487,1,-4.559789789059513
487,2,-140.7136219760685
467,2,-114.11741018068311
467,0,-112.44407926748042
487,3,-114.98494347714653
467,3,-129.18327062859095
467,4,-160.43544125428232
367,0,-84.51312797755112
467,1,-5.192741907104675
467,5,-112.32581679848089
267,0,-40.141315186085926
247,2,5.881078951001285
147,0,-116.32318495401854
247,1,-71.42752686864756
147,3,-117.20291084292937
47,0,-131.90217372916734
47,4,-172.7824293568036
121,0,4.472768294927776
221,1,-38.121745086221146
221,5,-48.20523685826691
121,5,-130.4228605873336
221,4,-40.68820325981172
21,0,0.5555360785763345
121,1,-70.18368808047123
241,3,4.880252363210847
201,2,-43.86525666108673
101,0,-29.549579955748314
201,1,7.08183289534416
301,1,5.4880343755855225
121,3,-81.85364057731803
341,2,-125.88621894773773
121,4,-279.19152060861614
101,2,-35.645341091889115
101,3,-35.97552313912927
101,4,-45.97298292541966
201,5,-35.894762479972094
121,2,-71.72755748505818
1,0,-17.48693835605497
101,1,8.177839386081285
101,5,-33.924889510596046
221,3,6.0025825228885905
201,4,-47.51702243624262
1,1,-22.108631999864613
1,3,-29.28090740721462
21,5,-112.09101577455249
213,3,-122.06547366310106
13,0,-148.38727512591888
113,1,-129.2960192902399
213,5,-149.73924526566316
13,4,-227.40377798779267
13,5,-136.96323942168257
291,2,-87.01621372478115
191,0,-94.18738844630354
191,5,-97.49400225697156
191,2,-84.67707816516358
191,4,-101.29930108626726
291,1,-2.6313940313136284
171,2,-71.70203386010363
271,1,-102.36163174920588
171,0,-78.34089464348624
71,0,-2.8385054571919515
171,1,-69.11222118242593
271,5,-115.22025001319649
271,4,-121.87198644343228
171,5,-88.37519760468473
171,4,-72.52874262864177
91,0,-55.965175926321955
191,1,-115.92494653805359
391,4,-125.49665101742184
371,4,-79.22331036638627
371,5,-97.17320666640765
432,5,-165.95651284790097
452,5,-100.90664705777547
332,3,-127.8125641203201
352,3,-5.030598120921848
352,4,-121.20378134767432
352,5,-113.52740914349289
252,4,-67.81000816818313
232,2,-2.5707148026262607
292,4,-55.650332069047884
92,0,-10.427645626826884
192,1,-134.10301935622235
172,2,-88.96035384913598
152,2,-133.3743634516646
32,0,-10.754758529653364
132,1,-97.2889776544992
32,4,-97.0514444881811
92,4,-78.9604090072963
92,1,-68.53323012002235
92,2,-58.24061465819096
172,5,-109.9757287526063
112,0,-113.49766951770707
212,1,-6.106580671904068
212,4,-87.8435566992827
132,3,-91.92454664761675
132,5,-99.3743169913328
189,2,-66.64668052871224
149,2,-61.40918435383039
169,3,2.8592471894489147
149,3,-56.518163796581256
269,5,-101.51381830491489
369,4,-114.36190443445834
389,3,-97.08474121568877
189,5,-72.62428564868821
89,2,-179.53556049360998
89,4,-152.82369509846959
69,1,-115.53717582005088
89,3,-119.19577687840102
97,3,16.682640578054407
197,1,18.77330723107544
97,0,16.423696516599925
297,1,17.551777395947664
197,0,14.764802254064028
197,4,7.642098939167019
197,5,7.36683115153632
297,2,8.940050407167101
277,2,-8.578644914251793
177,0,6.239497710449889
197,3,14.934706923521746
197,2,16.755545730205604
497,3,4.281866280826493
397,4,-8.193640426994543
297,5,1.5684652122476845
177,2,17.590834819315866
77,0,-4.849355645844734
57,2,15.878402293872478
57,5,-39.67698044229738
57,1,-22.63061299475016
157,1,10.051850914198024
57,0,-140.43030444376228
157,5,3.3947203621183033
257,1,15.181283737054203
237,2,13.957582863136611
337,1,-111.427419497009
337,5,-94.8835313965198
237,0,3.5502914753261865
237,4,-0.5776351361076434
237,5,-1.905199174774939
217,2,12.841513891489015
317,1,11.594322148362908
217,0,-13.069325787740862
117,0,-4.24845102114347
117,5,-19.729447939077843
17,0,10.466062996248372
1,4,9.306769125359478
21,3,-63.550073476288354
21,4,-97.53218445227938
21,1,-192.73177737603052
21,2,-60.96795714156589
1,2,-25.73032865049079
343,2,-173.66613314594207
43,1,-78.87695863836161
43,4,-84.10872468668039
43,5,-82.71281027833824
143,1,-119.5196436946358
143,4,-118.80562021420343
143,5,-123.00741488516628
163,3,-120.82564348020121
263,1,-66.66494578743469
263,4,-72.15623392662964
283,3,3.1064064867169705
383,1,-3.1644988714150224
283,0,-125.53157414708585
283,5,-127.67146160113425
283,2,-109.46393734622336
383,2,-108.62047292581751
183,0,-112.24245465492884
163,2,-108.31299612531942
63,0,2.4594759637924817
163,1,-94.06925362747003
63,4,-113.04538052442018
163,4,-108.07417281895269
43,2,-71.71555131418457
43,3,-54.34063665596781
383,4,-158.22649116490783
83,0,-78.2742060825651
183,1,-4.873029390644623
63,2,-113.63474075908316
83,3,0.70642980852303
283,4,-114.02592551764235
283,1,-108.99003536154343
57,3,-17.243632709557794
77,3,-3.114650667929591
77,1,-35.46354775269467
177,1,15.496527118529865
157,2,16.34483075332774
157,3,11.933384758610883
57,4,-89.5431960631535
77,4,-3.1997369120384573
77,5,2.6599871363947964
177,4,4.499431977610811
257,2,5.1181907630235965
277,3,-30.729045106379345
326,3,-122.01712395018495
326,5,-126.15762876867116
346,3,-108.81170407698654
326,4,-137.74547177725353
226,2,3.833351341541773
206,2,2.669159080330548
206,4,-91.4050032624264
106,0,1.1240976089308437
206,1,-81.40142009696508
206,5,-74.13993093729103
106,5,-103.68912021803379
206,3,-71.13494547488133
106,4,-91.30607164764567
306,1,0.8650339505377618
247,3,-64.11627589490679
227,2,-117.4657642411346
147,1,-107.88682703329462
327,3,-99.90200405218336
327,5,-87.0432705696468
267,3,-41.599835572289685
267,4,-49.714158714001925
167,0,-45.97662140623507
267,1,-33.31141455839816
167,5,-56.981992851817715
287,3,-40.78932661604207
387,1,-110.21320553545472
287,0,-43.92344638809432
287,2,-38.02391826178847
187,0,-33.99584918621834
87,0,-17.28182055772602
187,1,9.27423572189866
287,1,8.160076218615114
287,5,-42.86640733819078
387,4,-111.67536597464913
167,2,7.96168698961916
67,0,-41.48489295360536
167,1,-37.66538627866496
267,5,-44.90376609466452
346,5,-112.67516813321775
226,5,-60.97679813922811
71,1,-142.44053074950907
191,3,-1.6943045164973545
91,1,-70.7453803398031
91,5,-73.51315034740506
91,2,-59.73197938677563
71,5,-126.39493551657354
51,0,-5.886927781845585
151,1,-59.360320573684014
251,4,-83.16975539318955
251,5,-70.18193796222486
151,5,-65.47004245978421
51,5,-119.14426747179334
151,4,-96.09119948281676
51,1,-121.85907629116588
71,3,-107.49170037881262
71,4,-111.090699830669
51,4,-120.40053101883838
271,3,-114.00228907610347
11,5,-143.30382191536827
111,1,-119.13385419238189
11,0,-124.06838604992528
11,4,-145.0421598495162
111,4,-190.651927213267
111,5,-123.4510649170088
131,3,-88.28637441843675
31,1,-137.03712604503042
111,2,1.9329637162473454
31,2,-126.20980819718893
11,2,-4.8984159801970115
11,3,-130.72666805403722
31,3,-123.9368402433197
11,1,-138.7237319541057
111,3,-120.59089676431059
31,4,-122.1894410352194
388,2,-159.35325942019554
368,2,-104.8296739875543
388,3,5.518994142434113
388,5,-160.68964998918437
268,5,-113.48967403061548
172,3,-220.0104095416357
72,0,-174.81119304488163
52,2,-217.2509954047094
52,1,-198.72349868996793
172,4,-88.23517591489993
92,3,-61.696410262554885
72,2,-177.6824784510572
72,1,-149.96693717292595
313,1,2.9865634006767787
313,5,-122.18798305536332
113,5,-253.70473633824915
313,4,-94.73065228567695
13,1,-145.14208188841434
33,3,-82.69476446368098
33,2,-88.20865319836722
133,5,-93.15490640040332
313,3,-72.4033825083143
237,3,4.9493738619125995
137,0,12.72773920456321
237,1,2.943659662211617
137,5,-35.088032905773666
137,2,-2.576775092265761
257,3,7.240948031563717
257,5,0.6178396147405075
357,1,11.740489433615542
337,2,7.357033486128507
137,4,-14.37164994740727
37,0,-2.360099349335177
137,1,-14.510279052154228
117,2,11.59369446755925
117,4,-24.71996081014063
217,1,-13.07698547038401
17,2,-24.34951582227166
17,1,-17.08057676302148
17,3,-18.958681893747794
117,1,-10.789814912884612
1,5,-27.267793540647126
17,5,-12.924353353323966
17,4,-19.45646770859955
201,3,-37.04516716319617
301,2,-90.22790935097655
301,3,-83.74684433665698
149,5,-71.5144807938124
49,4,-75.33658100680455
49,1,-70.8770718908225
69,3,-121.93379427301095
49,2,-9.093301718354015
49,3,-68.75287213619161
61,1,-116.14316736386435
161,5,-88.72301939652971
41,2,-101.85674741843499
141,3,-92.97558426536847
241,4,-50.0708822353145
341,4,-130.88685936656958
341,5,-127.68680584707936
181,3,-108.20602464538636
81,0,-7.180006551249707
181,1,-116.02460782854217
61,4,-231.1897806673259
61,5,-120.07757345492467
141,4,-109.38014466032666
202,3,-109.65455894742843
302,2,-98.32424301964906
202,4,-127.47297322700987
126,3,-102.78911694864443
126,2,-97.91175935992725
64,1,-127.02664524374602
64,4,-127.83641679825752
44,5,-175.86361003387623
64,3,-97.70591948180663
84,3,-23.75205464902272
64,2,-97.43789214736665
96,1,2.2178060903732675
132,4,-100.14440737922413
32,1,-76.95731641868772
12,2,-67.07819063656885
112,1,-112.64554625566875
112,4,-105.6729177882445
12,0,-15.11690615853867
112,3,-108.57515374746686
52,3,-163.42493741014476
52,4,-433.81471037073817
72,4,-315.94850961379353
72,5,-166.91500037808393
92,5,-73.6494985537891
192,3,-85.20360820231589
369,5,-111.60221013170758
131,5,-95.46379378919904
71,2,-140.868873213209
91,3,-14.369201625869168
51,2,-115.00128098357926
404,1,-8.728880919315575
304,0,-101.60827393032856
304,3,-99.43626408737515
404,4,-111.84409436470196
404,0,-116.39196977391865
404,2,-113.18994743917189
304,2,-102.34250624372187
404,5,-140.29345928357566
404,3,-119.09639695775638
204,0,-93.9380155977862
304,1,-1.8392888958874587
104,0,-89.7666315496513
124,3,-71.36327081285293
224,1,-46.19022737947646
124,0,2.577681717139896
124,4,-89.25897285098675
124,2,-82.95575874582745
24,0,0.6956651369093123
4,2,-6.550698951280814
81,3,-127.12265517090687
81,1,-162.7620876771306
81,2,-122.41688004473048
81,5,-245.3021097072222
81,4,-130.04227312727105
61,2,-123.85319820430833
181,2,-130.95541018305795
281,4,-104.55063317385948
281,5,-95.87377990429127
29,4,-267.58405624386825
9,2,-124.08425564534394
109,4,-61.50478067656236
209,4,-27.548858032489616
209,5,-48.99201623888302
208,1,-28.927516667121548
108,0,-108.81162112382782
108,4,-101.33175447500136
8,0,2.6312976705422817
108,1,-99.17779203540587
108,3,-103.65141321151961
208,5,-23.748964352098984
108,5,-114.69451402668051
28,3,-132.3916887310302
128,1,-65.95351269095546
28,0,2.280819206384002
128,4,-79.26950282395529
128,5,-95.71391487924824
108,2,7.990419379640913
208,2,-23.46519660847725
208,3,-19.282425434850882
128,3,-74.81256131911213
128,2,-66.84999586624504
28,5,-181.15762144640263
208,4,-33.10100339710719
308,1,-12.169023682974537
8,1,-117.51779416103693
154,3,-109.36714434915007
174,3,-94.89290876630268
74,0,-133.3300612392036
174,1,-97.34379747892596
94,3,-146.3104386315665
94,1,-144.20398289608073
94,5,-168.24868637725336
74,2,-131.23573755264124
54,2,-137.3568415087306
54,1,-161.1547764035605
54,3,-149.11617010915063
74,3,-9.963453599342689
74,1,-158.67840990082294
374,4,-41.29860366812625
294,4,-61.0032242093489
374,5,-45.795553721703364
474,5,-25.260042231225935
74,5,-135.5465458940899
207,2,-121.20402807730137
227,3,-103.48569198709306
207,5,-180.4400639553492
227,5,-77.16329355855166
127,2,-108.50111686862901
127,4,-96.90620573099083
127,5,-93.38786418911475
27,2,-111.21387568151121
27,5,-120.98835137244342
7,2,-131.80764249896697
7,1,-123.34348835149386
107,1,-95.35245988713297
7,5,-127.38402316572
7,3,-127.16674180132902
7,4,-140.86748269645875
127,3,-81.71601230447196
207,4,-129.62600180487922
307,1,-4.629996674599079
227,4,-121.60437976985837
207,3,-125.63993287863161
267,2,7.017193052819981
367,1,5.788332301726293
387,3,4.024868491171785
287,4,-43.403019204014086
187,2,-30.451721377852248
87,1,-15.333732158868127
67,2,8.88337826888451
67,1,-52.81851480512048
47,2,3.2807026920725075
47,1,-133.23693093988717
67,3,-52.11281003067891
67,4,-59.66854170874406
67,5,-75.53137446384305
147,2,3.4994888551253704
459,0,-24.173764511235497
459,5,-65.29126399649255
459,2,-99.4709206425894
439,2,-71.30676123524778
439,0,-28.51211758265022
459,3,-65.43618664489641
459,4,-57.52915599896802
439,4,-61.59067667338139
359,0,-58.868424097263286
459,1,-34.8471302479796
439,3,-89.76501951939005
339,0,-92.68137168711787
339,4,-59.51847289467178
439,1,-77.61071195058365
439,5,-80.30597689483137
239,0,6.207833445363229
319,5,-17.914059195531532
311,3,-30.365010635063342
112,2,-4.535414272469791
212,3,-56.44537336230432
91,4,-79.80286123087994
51,3,-108.25781993756492
368,3,-162.93876311145817
248,5,-56.21654314522171
418,3,18.439547329914028
118,3,0.08519479099449467
2,3,-2.3069171220524027
102,1,12.663851404918148
102,5,-19.025899848274893
122,4,-14.632475263182204
342,3,8.02111719179993
342,5,-45.0327726017843
342,2,-32.91210430383985
126,4,-109.69781497978234
126,5,-108.32720233863725
106,2,-83.81678162230658
6,0,-0.07664852670072612
26,3,-1.862047544293577
26,1,-93.29881457477205
26,4,-103.9829766550892
6,2,-90.09097749870807
106,1,-96.47197436805305
314,5,-99.3762019941925
134,2,-109.18215679882773
34,2,-171.6619864570637
134,4,-103.59356679607485
14,2,-8.234101205779313
324,4,-97.09724133427062
244,3,-55.10517012603829
224,2,3.6300129167056463
344,2,-92.38325138438378
344,4,-96.39490736457691
244,5,-54.99032046720802
244,4,-60.87345248297633
104,2,1.4604075788049384
104,3,-88.64959533815136
4,0,-181.92883649565857
4,4,-121.45856286816189
4,5,-107.78082103059747
4,1,-113.84581335648205
104,1,-93.27868441406248
24,3,-112.13505903225634
24,1,-134.9399930485224
104,5,-92.86317623507423
4,3,-85.68221220148338
104,4,-88.1486278820543
24,2,-104.91737877740509
204,1,0.17676483754523611
224,3,-50.313259295300824
224,4,-50.8585369718828
204,2,-90.75831376972313
304,4,-114.98679063691071
304,5,-107.6253514749532
26,2,-101.49591909128092
46,5,-147.72910704827135
312,2,-87.84523078607897
312,3,-95.97444134966928
112,5,-107.1993476350319
344,3,1.4112151383815592
224,5,-53.71908022878938
204,3,-92.74778619981863
204,4,-98.73648723903015
66,4,-127.07539927570939
61,3,-129.55155904520805
361,4,-75.38973172793892
381,3,-110.92471747377068
181,4,-131.5070577418289
456,0,-36.94976259454116
436,2,-28.975470002859147
436,3,-145.81327259860018
436,0,-133.0519127771179
336,0,-61.35550243086703
436,1,-92.09775707844804
436,4,-163.1680247405466
436,5,-94.89446264797101
456,3,-46.197749658477456
356,0,-71.17083522730117
256,0,7.33292304336788
156,0,12.527611405571808
176,3,8.004300963418924
276,1,6.144023990586194
176,0,12.560996878525135
76,0,11.407225175673817
76,4,-6.516881648249316
96,3,10.290367853541847
96,2,2.0707190480910413
216,0,13.23959288180099
316,1,16.36703186237412
216,4,5.6486339824951175
316,3,-1.7420486190032844
236,3,16.3691237518893
216,2,13.485774820418666
316,5,-1.6673120166347402
116,0,15.338852805613364
216,1,17.57820664512476
308,2,-11.34490401040608
28,1,-125.34534767520478
8,2,-109.85858315129614
8,5,-117.4216659534675
28,4,-115.91281803149792
33,4,-82.62752722017365
13,2,-1.886294274057136
313,2,-167.92076390359958
497,4,-10.120236944260817
196,1,9.182494727944906
296,1,8.091685880172843
396,1,6.951061390670309
396,5,-25.79921740928943
296,0,-11.66599742143349
496,3,-22.249993269948117
496,4,-30.872423434441373
496,5,-52.23406953446726
56,0,7.962127937473497
156,1,-63.29427731514833
76,3,5.672930952814307
76,1,2.809349319642271
76,5,-6.169383676177238
176,1,2.9234412785544386
176,4,-3.568182246924688
156,2,-43.745718605420976
256,1,9.159315641649274
156,5,-59.535045020539805
196,3,1.006444160265301
76,2,-0.6588608666731725
296,4,-24.753771862702155
396,2,-16.921907345313112
376,2,-122.81527648162499
396,3,-26.837397436785814
396,4,-22.046290445846985
28,2,-125.31717065579524
8,3,-108.10343872130298
8,4,-166.15501924745107
368,4,-111.04261689101209
106,3,-151.75817473828562
26,5,-99.72900474860295
6,1,-126.56391647345357
6,3,-94.32024294992404
6,5,-108.85284813525271
183,2,-117.32933072526181
163,5,-102.49883406137015
143,2,-128.52644004524345
63,3,-110.90869676997357
63,1,-104.18741714401895
63,5,-138.7841149987483
83,5,-89.61016442043562
83,1,-99.28543394295015
183,5,-146.16832174042582
183,3,-115.14427232619269
243,1,-63.56704737010463
343,1,-127.74778983055975
223,0,-40.3121240249739
323,1,5.853908750247651
123,0,-106.41306825945887
223,1,-31.812377919567034
243,3,6.131409122761425
263,2,-77.30292961710073
363,1,3.6973518204359515
383,3,-142.96592530336193
183,4,-123.25017629240934
383,5,-329.37330576359255
363,2,-122.82537071193835
243,2,-47.75338584574853
243,5,-59.11378143632011
263,3,5.027889393456604
243,4,-71.81760537090949
223,2,-35.16042214986135
367,2,-88.37311298391386
147,4,-116.00793820363026
47,3,-131.49539820536486
47,5,-145.90439964447657
323,2,-100.29086676201365
143,3,-111.22364398554514
83,2,-89.6901059059438
103,1,9.322252040303763
3,0,-21.472290878974082
223,3,7.186264043226926
223,5,-46.163197041844086
203,2,-30.783954928682622
203,4,-39.458825524135705
303,2,-102.32841883785048
223,4,-38.80879149671657
323,3,-100.94782725254225
323,4,-95.96599974611455
23,0,-96.34546642121319
23,2,-96.26372045492884
23,1,-114.18453968175768
123,1,-105.77252314865581
123,4,-99.5027352936365
368,5,-103.79395496357948
13,3,-153.10086252369788
277,4,-34.09135317202966
297,3,-0.0038260809285606684
52,5,-186.45225135823105
147,5,-118.88176235921391
367,3,-91.60803063913941
367,5,-93.33065220378492
6,4,-166.733573300197
376,3,-93.64415016526512
376,5,-274.4157315407681
376,4,-127.55279374522037
306,3,-111.4934550366679
27,4,-108.58133778379896
167,3,-51.467979450361206
187,3,-27.303404332948936
187,4,-35.08029761763052
328,5,-112.6488617910484
3,1,-14.87944067076512
23,3,7.2638276370976085
3,2,-19.233980200751898
3,3,-17.729084377808697
19,5,-20.823244897796503
119,1,-86.51121633622317
19,0,-18.31127391754914
119,3,-85.08584352760042
19,4,-30.410682289647312
3,4,10.415931810966141
203,3,-27.42844221982583
309,3,-20.44911920123086
303,3,-101.71002080476946
308,4,-13.98423729915571
14,3,-134.19236377120947
196,4,-65.88911456545746
296,5,-65.73639949802148
276,2,-4.302098783892779
196,5,-13.227069799257636
176,2,-0.007508772487624701
94,2,-130.16190897427293
94,4,-178.333839304877
194,2,-75.39616442621654
174,2,2.5811534398889333
74,4,-164.92851202942074
154,4,-147.19346459460587
154,5,-208.07925098326123
54,5,-340.6160226834215
54,4,-150.057576161199
39,0,12.663202816817183
139,1,-10.417642732079036
119,2,-82.35685544575199
19,3,-20.14804264173908
19,1,-20.80794976610687
23,4,-118.21680939771926
23,5,-103.66732685014833
123,2,-94.26081417628303
3,5,-31.563356867861636
103,2,-25.635672062260767
123,3,6.118355185467882
123,5,-107.94064107438633
176,5,-3.8325640099558327
156,3,-34.310392822937075
276,3,14.00468617567644
256,2,7.46775623158904
356,1,9.685227713854243
256,5,1.7211445108046688
276,5,-1.7126742362101333
263,5,-81.41800035928688
192,4,-146.47784635982256
418,2,18.28765429168843
318,2,16.941691854612117
418,4,9.475286392694297
318,3,16.820409971657693
318,4,8.048925719377891
318,5,7.687787997541762
318,1,14.788132282388208
238,3,16.389264724341555
338,1,13.668797078198168
238,0,9.868413232499053
138,0,-24.838819800477523
118,2,3.3165874109483147
306,5,-112.7565288868396
107,2,-1.5686052574509604
307,2,-166.42217307868637
499,0,-25.651060162085354
499,5,-53.14905841103386
399,0,16.864052824724226
499,1,-4.9879068170017415
499,4,-4.281150491617508
499,2,10.573565725559675
479,2,16.865467060097885
499,3,18.62642097260046
479,0,18.37052156483783
299,0,15.17917169580176
199,0,-14.85260374444894
99,0,11.562247737405388
87,4,10.434710159748377
87,2,-17.460742347104052
167,4,-60.03449924708092
367,4,-112.85095511457975
307,4,-263.41638136658315
307,5,-136.56233483047538
83,4,-93.53052987658235
409,1,-14.75447555253283
298,3,12.812236112936782
398,5,-20.464618820480666
136,1,13.392279196907099
236,1,13.131553075456436
336,1,9.694801526040305
236,0,7.179653578260102
336,4,-146.90193468321363
236,5,3.498778749829409
256,3,15.156647363431254
236,2,10.16651527282773
136,0,1.6133076526008798
356,2,-54.6203010348328
456,1,-23.189811731296327
356,5,-39.35056217776533
236,4,3.8050249917189807
336,3,-83.62809177493722
336,5,-51.71602588784628
356,3,-42.466380182558424
156,4,-32.71274770594971
479,1,16.497209052656956
379,0,18.78898849022806
379,4,7.294473971202646
279,0,17.594421555779867
259,2,16.37222145592057
359,1,12.279553006019805
